"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Multimodal Artificial Intelligence in Medicine: Integrating Imaging, Genomics, Electronic Health Records, and Wearable Data","https://scispace.com/paper/multimodal-artificial-intelligence-in-medicine-integrating-atxqbvm5ml6b","2024","Journal Article","","Bolaji Ayeyemi
Karimot Shobowale
T. B. Aliu
Aliah Abdulkabir
M. Lawal","10.53858/bren01010115","","Artificial Intelligence (AI) in medicine is undergoing a fundamental paradigm shift from unimodal systems to multimodal architectures. This systematic review synthesizes 97 studies to evaluate the efficacy of multimodal AI. We find that fusion models achieve a pooled AUC of 0.89, significantly outperforming unimodal benchmarks. We detail the evolution of techniques from early fusion to Transformer-based cross-attention. This manuscript provides a comprehensive analysis of the field, including quantitative meta-analysis, architectural diagrams, and a critical discussion of the ethical and regulatory landscape.","This systematic review of 97 studies evaluates multimodal AI in medicine, finding that fusion models significantly outperform unimodal benchmarks with a pooled AUC of 0.89, and details the evolution of techniques and the field's ethical and regulatory landscape."
"Multi-modal AI in precision medicine: integrating genomics, imaging, and EHR data for clinical insights","https://scispace.com/paper/multi-modal-ai-in-precision-medicine-integrating-genomics-kppnqr5xiwpp","2026","Journal Article","Frontiers in artificial intelligence","Shahper Nazeer Khan
Danishuddin
Mohd Wajid Ali Khan
Luca Guarnera
Syed Mohammad Fauzan Akhtar","10.3389/frai.2025.1743921","","Precision healthcare is increasingly oriented toward the development of therapeutic strategies that are as individualized as the patients receiving them. Central to this paradigm shift is artificial intelligence (AI)-enabled multi-modal data integration, which consolidates heterogeneous data streams—including genomic, transcriptomic, proteomic, imaging, environmental, and electronic health record (EHR) data into a unified analytical framework. This integrative approach enhances early disease detection, facilitates the discovery of clinically actionable biomarkers, and accelerates rational drug development, with particularly significant implications for oncology, neurology, and cardiovascular medicine. Advanced machine learning (ML) and deep learning (DL) algorithms are capable of extracting complex, non-linear associations across data modalities, thereby improving diagnostic precision, enabling robust risk stratification, and informing patient-specific therapeutic interventions. Furthermore, AI-driven applications in digital health, such as wearable biosensors and real-time physiological monitoring, allow for continuous, dynamic refinement of treatment plans. This review examines the transformative potential of multi-modal AI in precision medicine, with emphasis on its role in multi-omics data integration, predictive modeling, and clinical decision support. In parallel, it critically evaluates prevailing challenges, including data interoperability, algorithmic bias, and ethical considerations surrounding patient privacy. The synergistic convergence of AI and multi-modal data represents not merely a technological innovation but a fundamental redefinition of individualized healthcare delivery.","This review explores the transformative potential of multi-modal AI in precision medicine, integrating genomics, imaging, and EHR data to enhance early disease detection, biomarker discovery, and personalized treatment, while addressing challenges in data interoperability, bias, and patient privacy."
"Artificial Intelligence in Oncology: Advancing Precision, Prediction, and Personalized Cancer Care","https://scispace.com/paper/artificial-intelligence-in-oncology-advancing-precision-0wppjzeyuid2","2025","Repository","","","10.5281/zenodo.17365750","","&lt;p&gt;&lt;span&gt;Cancer&rsquo;s biological complexity, intra- and inter-tumoral heterogeneity, and variable patient responses to therapy make it a formidable challenge and one of the world&rsquo;s leading causes of morbidity and mortality. The development of artificial intelligence (AI) and its subfields, such as machine learning (ML) and deep learning (DL), has transformed oncology by making it possible to manage cancer in a precise, individualized, and data-driven manner. From early detection and diagnosis to treatment planning, drug discovery, and prognosis prediction, recent developments (2022&ndash;2025) have incorporated AI into every aspect of cancer care. Through the processing of multimodal datasets, including digital pathology, proteomics, transcriptomics, genomics, and radiomics, AI algorithms can find molecular signatures and hidden biomarkers that direct specialized therapeutic interventions. Furthermore, compared to conventional clinical evaluation techniques, AI-based models have demonstrated encouraging accuracy in tumor segmentation, histopathological classification, and survival prediction. By combining cloud-based AI platforms with big data analytics, clinical decision-making has improved and real-time monitoring of treatment response and side effects is now possible. Data bias, interpretability, model generalizability, and ethical considerations continue to be major obstacles to full clinical implementation, despite its transformative potential. This review summarizes the most recent advancements in AI-driven oncology, emphasizing technological advancements, practical uses, and potential avenues for further study. It highlights how AI is bringing about a new era in intelligent, evidence-based cancer care by advancing early diagnosis, tailored treatment, and better patient outcomes in precision medicine. &lt;/span&gt;&lt;/p&gt; ",""
"Artificial Intelligence in Oncology: Redefining Cancer Diagnosis and Therapy Through Data-Driven Precision","https://scispace.com/paper/artificial-intelligence-in-oncology-redefining-cancer-hjbh5shkrx9f","2025","Repository","","Ashutosh Kumar Maurya
Sweta Saswati Rath
Ashish Kumar Maurya
Sameer Kumar V.B.
Jordi Muntané
Rajendra Pilankatta","10.20944/preprints202510.2252.v2","","Cancer continues to pose one of the greatest challenges to global health, characterized by biological complexity, heterogeneity, and therapeutic resistance. Over the past decades, oncology has evolved from broad cytotoxic interventions to molecularly targeted and immune-based therapies, yet substantial unmet clinical needs persist. The advent of artificial intelligence (AI) marks a transformative leap in this continuum, enabling the integration and interpretation of multi-dimensional biomedical data with unprecedented depth and accuracy. AI-driven algorithms now play pivotal roles in early cancer detection, histopathological and radiomic analysis, biomarker discovery, and predictive modeling of therapeutic responses. Moreover, AI is accelerating drug discovery pipelines and facilitating adaptive, patient-specific treatment strategies that transcend traditional evidence-based paradigms.This review synthesizes current advancements at the interface of AI and oncology, outlining how machine learning, deep learning, and computational modeling are reshaping diagnostic precision, therapeutic optimization, and clinical decision-making. We further explore emerging challenges, including data heterogeneity, algorithmic transparency, and ethical implementation in real-world settings. By integrating computational intelligence with precision medicine, the future of cancer care is envisioned as predictive, preventive, and personalized — where human expertise and AI coalesce to transform outcomes and redefine the boundaries of cancer treatment. ",""
"Hybrid Deep Learning Architectures for Multimodal AI-Driven Breast Cancer Detection: A Comparative Analysis of Computational Efficiency and Diagnostic Accuracy","https://scispace.com/paper/hybrid-deep-learning-architectures-for-multimodal-ai-driven-kji4upsx31gg","2025","Journal Article","","Elzana Dupljak
Ervin Domazet","10.1109/mipro65660.2025.11131941","","Disease diagnosis is a complex challenge in medicine, with artificial intelligence (AI), machine learning, and deep learning offering innovative solutions to enhance evidence-based decision-making. This paper focuses on AIdriven diagnostic and treatment strategies for breast cancer, emphasizing the combination of multimodal medical data, including imaging, text, genetic data, and physiological signals.. These methods improve diagnosis and clinical outcomes by utilizing public datasets, feature engineering, and advanced classification models. Traditional breast cancer diagnostics often rely on unimodal approaches, but multimodal techniques now incorporate histopathology images, genomics, clinical notes, and patient history, significantly enhancing diagnostic accuracy. This review explores applications such as Visual Question Answering (VQA) and semantic segmentation. Explainable AI (XAI) tools, including Grad-CAM, SHAP, and LIME, improve interpretability, foster clinician trust, and encourage patient engagement. Hybrid deep learning models combining mammography, ultrasound, and histopathology minimize false positives and boost detection accuracy. Feature fusion and optimized transfer learning make these systems viable in resource-constrained settings. Although challenges such as limited datasets and interpretability persist, hybrid deep learning systems promise significant advancements, offering computational efficiency and improved patient outcomes.","This study compares hybrid deep learning architectures for AI-driven breast cancer detection, combining multimodal medical data, and achieving improved diagnostic accuracy and computational efficiency through feature fusion and optimized transfer learning."
"Multimodal AI Combining Clinical and Imaging Inputs Improves Prostate Cancer Detection","https://scispace.com/paper/multimodal-ai-combining-clinical-and-imaging-inputs-improves-5ov7fd0kz3fw","2024","Journal Article","Investigative Radiology","Christian Roest
Derya Yakar
Dorjan Ivan Rener Sitar
Joeran S. Bosma
Dennis B. Rouw
Stefan J. Fransen
Henkjan Huisman
Thomas C. Kwee","10.1097/rli.0000000000001102","","Objectives Deep learning (DL) studies for the detection of clinically significant prostate cancer (csPCa) on magnetic resonance imaging (MRI) often overlook potentially relevant clinical parameters such as prostate-specific antigen, prostate volume, and age. This study explored the integration of clinical parameters and MRI-based DL to enhance diagnostic accuracy for csPCa on MRI. Materials and Methods We retrospectively analyzed 932 biparametric prostate MRI examinations performed for suspected csPCa (ISUP ≥2) at 2 institutions. Each MRI scan was automatically analyzed by a previously developed DL model to detect and segment csPCa lesions. Three sets of features were extracted: DL lesion suspicion levels, clinical parameters (prostate-specific antigen, prostate volume, age), and MRI-based lesion volumes for all DL-detected lesions. Six multimodal artificial intelligence (AI) classifiers were trained for each combination of feature sets, employing both early (feature-level) and late (decision-level) information fusion methods. The diagnostic performance of each model was tested internally on 20% of center 1 data and externally on center 2 data (n = 529). Receiver operating characteristic comparisons determined the optimal feature combination and information fusion method and assessed the benefit of multimodal versus unimodal analysis. The optimal model performance was compared with a radiologist using PI-RADS. Results Internally, the multimodal AI integrating DL suspicion levels with clinical features via early fusion achieved the highest performance. Externally, it surpassed baselines using clinical parameters (0.77 vs 0.67 area under the curve [AUC], P &lt; 0.001) and DL suspicion levels alone (AUC: 0.77 vs 0.70, P = 0.006). Early fusion outperformed late fusion in external data (0.77 vs 0.73 AUC, P = 0.005). No significant performance gaps were observed between multimodal AI and radiologist assessments (internal: 0.87 vs 0.88 AUC; external: 0.77 vs 0.75 AUC, both P &gt; 0.05). Conclusions Multimodal AI (combining DL suspicion levels and clinical parameters) outperforms clinical and MRI-only AI for csPCa detection. Early information fusion enhanced AI robustness in our multicenter setting. Incorporating lesion volumes did not enhance diagnostic efficacy. ","Multimodal AI combining clinical and imaging inputs improves prostate cancer detection by integrating deep learning suspicion levels with clinical parameters, outperforming unimodal analysis and radiologist assessments in a multicenter study with 932 MRI examinations."
"P‐3.4: AI‐Driven Medical Imaging in Cancer Diagnosis: Recent Advances and Trends","https://scispace.com/paper/p-3-4-ai-driven-medical-imaging-in-cancer-diagnosis-recent-20uuqee3bjt9","2025","Journal Article","Sid's Digest Of Technical Papers","Tianyu Zeng
Yujia Zheng
Chuangxin Chu
Jingyu Lu
Tianhao Li","10.1002/sdtp.18954","","Cancer remains a major global health challenge, characterized by high incidence and mortality rates. Accurate early diagnosis and treatment are essential for improving patient survival. Medical imaging technologies, such as X‐ray, computed tomography (CT), positron emission tomography (PET), ultrasound (US), magnetic resonance imaging (MRI), and mammography, play a key role in identifying the location, size, shape, density, and structure of tumors, as well as assessing their spread. The diverse types and large volume of medical images place a heavy workload on radiologists, potentially leading to increased misdiagnosis rates and prolonged diagnostic periods. This situation underscores the growing need for computer‐aided diagnostic systems in clinical practice. Deep learning, a subfield of artificial intelligence (AI), demonstrates significant potential in analyzing and interpreting complex imaging data, enabling precise tumor characterization and improved diagnostic outcomes. This review examines the integration of AI techniques—such as machine learning, deep learning and convolutional neural networks in medical imaging, which have notably enhanced diagnostic accuracy, early detection rates, and workflow efficiency in cancer diagnostics. By applying automated feature extraction and analysis across various imaging modalities, AI systems assist in clinical decision‐making and reduce human oversight. However, challenges remain in areas like data quality, privacy concerns, and model generalizability, which constrain the broader application of AI. Future research should address these challenges to support more robust, reliable, and accessible AI‐driven imaging solutions for cancer diagnosis. ","This review examines AI-driven medical imaging in cancer diagnosis, highlighting recent advances in deep learning and convolutional neural networks that enhance diagnostic accuracy, early detection rates, and workflow efficiency, but also identifies challenges in data quality, privacy, and model generalizability."
"Deep Learning Applications in Clinical Cancer Detection: A Review of Implementation Challenges and Solutions","https://scispace.com/paper/deep-learning-applications-in-clinical-cancer-detection-a-7p7021clu1h8","2025","Journal Article","Mayo Clinic proceedings. Digital health","Ignace Yao
Min Dong
William Ying Khee Hwang","10.1016/j.mcpdig.2025.100253","","Deep learning (DL) has revolutionized cancer detection accuracy, speed, and accessibility. Leveraging sophisticated algorithms, DL has demonstrated transformative potential across diverse applications, including imaging-based diagnostics and genomic analysis, ultimately leading to better detection, improved patient treatment outcomes, and decreased overall mortality rates. Despite its promise, integrating DL into clinical practice presents substantial challenges, including limitations in data quality and standardization, as well as ethical and regulatory concerns, and the need for model interpretability and transparency. This review provides a comprehensive analysis of recent research (2018-2024) retrieved from PubMed and IEEE Xplore databases, encompassing 1304 studies from PubMed and 115 from IEEE, to highlight the current applications, opportunities, and challenges of DL in oncology. Additionally, this paper explores emerging solutions, including federated learning, explainable artificial intelligence, and synthetic data generation, to address these barriers. The review also emphasizes the importance of interdisciplinary collaboration, the integration of next-generation artificial intelligence techniques, and the adoption of multimodal data approaches to improve diagnostic precision and support personalized cancer treatment. By systematically analyzing key developments and challenges, this review aims to guide future research and DL technologies in oncology, promoting equitable and impactful advancements in cancer care. ","This review synthesizes 1419 studies on deep learning applications in clinical cancer detection, highlighting transformative potential, implementation challenges, and emerging solutions, including federated learning, explainable AI, and synthetic data generation, to improve diagnostic precision and personalized cancer treatment."
"AI-Enabled Early Detection of Pancreatic Cancer: Integrating Technology and Medicine","https://scispace.com/paper/ai-enabled-early-detection-of-pancreatic-cancer-integrating-dmi3fdi0c554","2025","Journal Article","","Raviraju Bandlamudi
G. Sekhar Reddy
Ramesh Babu Pittala
B. Murali Manohar
Pradeep Rao
R. Sowmya","10.1109/conit65521.2025.11167862","","Pancreatic cancer (PC), known for its alarmingly high untreated fatality rate, is a crucial area of concentration for AI-powered healthcare research. In order to increase diagnosis accuracy, this study investigates the revolutionary potential of artificial intelligence and health informatics. This study prioritizes both diagnostic accuracy and model interpretability for practical clinical usage by combining machine learning models with multi-source clinical data in a new way to maximize early PC diagnosis. Through the use of Deep Learning and Machine Learning, more especially Recurrent Neural Network (RNN) architectures, the authors’ goal is to enhance the analysis of genetic profiles, electronic health data, and complicated medical imagery. AI systems are better at identifying early-stage indications that humans frequently overlook, that improves the chances for early intervention. These approaches improve diagnostic sensitivity and specificity, drastically decrease false positives, and boost confidence in identifying high-risk indicators. The results demonstrate how AI has the ability to significantly improve therapeutic and diagnostic accuracy while also speeding up diagnosis. These developments might significantly reduce death rates. In order to further maximize these AI models’ effectiveness in the fight against PC.","This study investigates AI-powered early detection of pancreatic cancer by integrating machine learning models with multi-source clinical data, enhancing diagnostic accuracy, and model interpretability for practical clinical use, ultimately improving therapeutic and diagnostic accuracy."
"Advancements in Cancer Detection: An Artificial Intelligence-Based Approach Using PET/CT Datasets","https://scispace.com/paper/advancements-in-cancer-detection-an-artificial-intelligence-1v7xq82o9dws","2025","Journal Article","Al-Nahrain Journal for Engineering Sciences","Faten Imad Ali
Hadeel K. Aljobouri
Ali M. Hasan","10.29194/njes.28030451","","Artificial intelligence (AI) is rapidly advancing as a valuable tool in oncology for enhancing detection and management of cancer. The integration of AI with PET/CT imaging presents significant scenarios for improving efficiency and accuracy of cancer diagnosis. This study examines the current applications of AI with PET/CT imaging, highlighting its role in diagnosing, differentiating, delineating, staging, assessing therapy response, determining prognosis, and enhancing image quality. A comprehensive literature search was conducted in six data-bases to get the most recent works, use Springer, Scopus, PubMed, Web of Science, IEEE, and Google Scholar in the last five years (2019-2024), identifying 80 studies that met the criteria for inclusion that focused on AI-driven models applied to PET/CT data in various cancers, with lung cancer being the most studied. Other cancers examined include head and neck, breast, lymph nodes, whole body, and others. All studies involved human subjects. The findings indicate that AI holds promise in improving cancer detection, identifying benign from malignant tumors, aiding in segmentation, response evaluation, staging, and determining the prognosis. However, the application of AI-powered models and PET/CT-derived radiomics in clinical practice is limited because of issues of data normalization, reproducibility, and the requirement of large multi-center data sets for improving model generalizability. All these limitations have to be solved to guarantee the dependable and ethical use of AI in day-to-day clinical activities. ","This study examines AI's role in cancer detection using PET/CT imaging, highlighting its applications in diagnosis, differentiation, staging, and prognosis, but notes limitations in data normalization, reproducibility, and model generalizability."
"Making Cancer Imaging Smarter: Emerging Techniques and Computational Outlook to Guide Precision Diagnostics","https://scispace.com/paper/making-cancer-imaging-smarter-emerging-techniques-and-p560hi2chkdw","2024","Journal Article","The Open Bioinformatics Journal","Punit Kumar Singh
P. K. Gupta
Vivek Kumar Gupta
Sandhya Singh
Salman Akhtar","10.2174/0118750362344593241111114723","","Medical imaging plays an indispensable role across the entire cancer care continuum, from screening and early detection to diagnosis, staging, treatment planning, and monitoring. While conventional imaging modalities like CT, MRI, and PET provide anatomical tumor delineation, innovative computational analysis approaches are beginning to extract novel quantitative imaging biomarkers that offer information beyond qualitative evaluation alone. The promise of Artificial Intelligence (AI) techniques lies in uncovering clinically actionable insights and patterns embedded within the massive trove of medical images, thereby enabling more accurate and personalized cancer management. This review examines the emerging role of AI, specifically deep learning approaches like convolutional neural networks (CNNs), U-Nets, and generative adversarial networks (GANs), for diverse cancer imaging applications spanning the diagnostic, prognostic, and therapeutic domains. Established and cutting-edge techniques are reviewed toward precise, effective integration into clinical practice. An overview of conventional anatomical imaging modalities that currently represent the standard-of-care for oncologic diagnosis and treatment planning is first provided, highlighting CT, MRI, PET, and ultrasound imaging. Subsequently, advanced computational analytics approaches leveraging AI and deep learning for automated analysis of medical images are reviewed in depth, including key techniques like radiomics, tumor segmentation, and predictive modeling. Emerging studies showcase the remarkable potential for AI-powered imaging analytics to discern subtle phenotypic patterns, quantify tumor morphology, and integrate findings with genomic data for precision cancer management. However, thoughtful validation is indispensable before clinical integration. Nascent deep learning techniques offer tremendous promise to uncover previously inaccessible insights from medical imaging big data that can guide individualized cancer diagnosis, prognosis, and treatment planning. However, careful translation of these powerful technologies by multidisciplinary teams of clinicians, imagers, and data scientists focused on evidence-based improvements in patient care is crucial to realize their full potential. ","This review explores emerging AI techniques, particularly deep learning, for precision cancer diagnostics, leveraging medical imaging to extract novel biomarkers, and integrating findings with genomic data for personalized cancer management and treatment planning."
"Personalized Lung Cancer Risk Assessment : A Data – Driven Predictive Approach","https://scispace.com/paper/personalized-lung-cancer-risk-assessment-a-data-driven-hw35v2wttlos","2025","Repository","","Kusuma Polanki","10.5281/zenodo.15760390","","Lung cancer remains a leading global health challenge, with early detection being crucial for improving patient outcomes. Artificial intelligence (AI) has shown promise in cancer risk assessment, existing models lack multimodal data integration and clinical interpretability, limiting real-world applicability. This study presents a novel hybrid AI framework that combines 3D deep learning for CT radiomics with clinical risk factors (e.g., smoke history, etc) to enable more accurate and personalized lung cancer prediction using XGBoost for clinical data and 3D ResNet-50 for imaging feature extraction, followed by explainability techniques (SHAP, Grad-CAM) to ensure transparency in model decisions. Validated on the LIDC-IDRI dataset (1,018 CT scans), the model achieves an AUC of 0.92, outperforming unimodal approaches. Key findings demonstrate that integrating radiomic and clinical data significantly enhances predictive performance while providing interpretable insights for clinicians. ","This study presents a hybrid AI framework combining 3D deep learning and clinical risk factors to predict lung cancer risk, achieving an AUC of 0.92 on the LIDC-IDRI dataset, outperforming unimodal approaches and providing interpretable insights for clinicians."
"Personalized Lung Cancer Risk Assessment : A Data – Driven Predictive Approach","https://scispace.com/paper/personalized-lung-cancer-risk-assessment-a-data-driven-dsyklgyzwrqu","2025","Repository","","Kusuma Polanki","10.5281/zenodo.15760389","","Lung cancer remains a leading global health challenge, with early detection being crucial for improving patient outcomes. Artificial intelligence (AI) has shown promise in cancer risk assessment, existing models lack multimodal data integration and clinical interpretability, limiting real-world applicability. This study presents a novel hybrid AI framework that combines 3D deep learning for CT radiomics with clinical risk factors (e.g., smoke history, etc) to enable more accurate and personalized lung cancer prediction using XGBoost for clinical data and 3D ResNet-50 for imaging feature extraction, followed by explainability techniques (SHAP, Grad-CAM) to ensure transparency in model decisions. Validated on the LIDC-IDRI dataset (1,018 CT scans), the model achieves an AUC of 0.92, outperforming unimodal approaches. Key findings demonstrate that integrating radiomic and clinical data significantly enhances predictive performance while providing interpretable insights for clinicians. ",""
"Future of Breast Cancer Diagnosis: A Review of DL and ML Applications and Emerging Trends for Multimodal Data","https://scispace.com/paper/future-of-breast-cancer-diagnosis-a-review-of-dl-and-ml-cie5rm6c0ftt","","Journal Article","IEEE Access","Beibit Abdikenov
Tomiris Zhaksylyk
Olzhas Shortanbaiuly
Yerzhan Orazayev
Nursultan Makhanov
Temirlan Karibekov
V. Suvorov
Aruzhan Imasheva
Kurmash Zhumagozhayev
Aigerim Seitova","10.1109/access.2025.3585377","","Breast cancer diagnosis has greatly benefited from the use of deep learning (DL) and machine learning (ML) methods on multimodal data, including mammography, magnetic resonance imaging (MRI), ultrasound, histopathology, genomic data, and clinical reports. Every modality presents its challenges and opportunities, demanding a thorough understanding of used methods for accurate and early diagnosis. Our review provides an exhaustive survey of the latest advances in DL and ML applications to detect, classify, and segment breast cancer in these modalities. Our work also addresses basic issues of data limitations, model generalizability, and interpretability. To overcome these issues we explore the state-of-the-art Vision-Language Models (VLMs) as an emerging approach for multimodal learning. Through incorporation of the current advances and identification of areas of future improvement, this review is a precious source of information to researchers and practitioners. The findings highlight the importance of interdisciplinary collaboration, application of standardized data sets, and continuous improvement of the methodology to facilitate clinical uptake of AI-based breast cancer diagnostic systems.","This review surveys deep learning and machine learning applications for breast cancer diagnosis using multimodal data, highlighting advances, challenges, and emerging trends, including Vision-Language Models, to improve detection, classification, and segmentation accuracy."
"Advances in Artificial Intelligence-Based Radiomultiomics for Assisting Cancer Diagnosis and Treatment","https://scispace.com/paper/advances-in-artificial-intelligence-based-radiomultiomics-16qrf3w6nhay","2025","Journal Article","","Zhuoran Hou
Ziyi Zhao
Dehui Zhu
Min Pan
Ying Zhou
Qinyu Ge","10.1109/isoirs65690.2025.11167916","","The advent of radiomics has significantly enhanced the role of medical imaging in the precision diagnosis and treatment of tumors. However, as the occurrence and development of tumours involve numerous factors at different levels, relying on a single histological data alone is not sufficient to advance the development of precision oncology. Therefore, radiological multi-omics is of great importance. A primary challenge in radio-multiomics is the extraction of meaningful features from complex multiomics datasets to develop predictive models. Artificial intelligence (AI) has demonstrated its potential to integrate high-throughput, high-dimensional, and large-scale multi-omics data, thereby enabling more comprehensive analyses. In this review, recent advances in integrated AI-based radio-multiomics analysis are summarized, along with an overview of the workflow involved in AI-based radio-multiomics analysis. Additionally, the application of AI-based radio-multiomics approaches is discussed in the context of early cancer screening, diagnosis, classification, prognosis, and treatment response prediction. Finally, the opportunities and challenges inherent to radio-multiomics analysis are highlighted.","This review summarizes recent advances in AI-based radiomultiomics for cancer diagnosis and treatment, integrating high-throughput multi-omics data to enhance precision oncology, with applications in early screening, diagnosis, classification, prognosis, and treatment response prediction."
"Multimodal data integration: combining genomic, imaging, and clinical data for enhanced decision-making","https://scispace.com/paper/multimodal-data-integration-combining-genomic-imaging-and-frzgtu5wo6jq","2025","Journal Article","","Sambasiva Rao Suura","10.5281/zenodo.14881622","","........... ",""
"Artificial Intelligence and Deep Learning for Screening and Risk Assessment of Cancers","https://scispace.com/paper/artificial-intelligence-and-deep-learning-for-screening-and-7yvcfonz90w7","2024","Journal Article","","Farrokhi Mehrdad
Jafari Khouzani, Soheila
Babaei Mahdi
Nouri, Shadi
Tavakoli Fatemeh
Moghadam Fard, Atousa
Khorram, Roya
Esmaeili, Saharnaz
Shahbazi, Soheil
Pirouzan, Zahra
Momeni Hamidreza
Sanjarian, Sahar
Ebrahimi Ali
Taheri, Fatemeh","10.5281/zenodo.10458368","","Artificial Intelligence (AI) and Deep Learning have emerged as revolutionary tools in the domain of cancer screening and risk assessment. Leveraging vast amounts of data, these technologies offer a paradigm shift in early detection, diagnosis, and personalized treatment strategies for various cancers. Deep Learning models, particularly convolutional neural networks (CNNs) and recurrent neural networks (RNNs), excel in analyzing medical images like X-rays, MRIs, and CT scans. Their ability to detect subtle patterns and anomalies within images aids in identifying potential malignancies at their nascent stages. AI-driven algorithms assist radiologists in interpreting scans with higher accuracy and speed, enabling timely interventions and reducing human error. Moreover, AI's capacity to process extensive patient data allows for precise risk assessment. By analyzing diverse patient information, including genetic predispositions, lifestyle factors, and biomarkers, AI models can predict an individual's susceptibility to specific cancers. This facilitates early intervention or proactive measures to mitigate risks, enhancing preventive healthcare strategies. The integration of AI and Deep Learning in cancer screening not only enhances accuracy but also improves the efficiency of healthcare systems. Rapid analysis of large datasets expedites decision-making processes, optimizing resource allocation and improving patient outcomes. However, continual refinement and validation of AI algorithms with diverse and representative datasets are crucial to ensure reliability and mitigate biases. Ethical considerations surrounding data privacy and patient consent also warrant careful attention in deploying these technologies within healthcare settings. In conclusion, AI and Deep Learning technologies hold immense promise in transforming cancer screening and risk assessment, offering a new frontier in early detection and personalized care, thereby potentially saving numerous lives. ",""
"Cancer Alpha: A Production-Ready AI System for Multi-Modal Cancer Genomics Classification","https://scispace.com/paper/cancer-alpha-a-production-ready-ai-system-for-multi-modal-uj6aqb31ttcm","2025","Journal Article","","R. Craig Stillwell","10.1101/2025.07.22.666135","","Background: The integration of multimodal genomic data for cancer classification remains challenging in precision oncology. While machine learning approaches have shown promise there is a gap between research prototypes and systems with the comprehensive infrastructure required for clinical deployment. Methods: I developed Cancer Alpha an AI system that integrates data from TCGA GEO ENCODE and ICGC ARGO databases for multimodal cancer classification. The system combines state-of-the-art multimodal transformer architectures with production infrastructure including containerized deployment monitoring systems and security frameworks. I implemented a MultiModal Transformer MMT architecture incorporating crossmodal attention mechanisms TabTransformer for structured genomic data and Perceiver IO for highdimensional omics integration. Results: In synthetic benchmark tests Cancer Alpha achieved high performance with ensemble models reaching 99 accuracy on optimized datasets. The system includes production infrastructure with Docker containerization Kubernetes orchestration CICD pipelines and monitoring capabilities using Prometheus and Grafana. The platform provides a web interface and RESTful API for potential clinical integration. Conclusions: Cancer Alpha demonstrates the feasibility of developing production-ready infrastructure for multimodal cancer classification. The platforms comprehensive architecture may facilitate future clinical validation and deployment in precision oncology applications pending validation with real-world clinical data. ","Cancer Alpha, a production-ready AI system, integrates multimodal genomic data for cancer classification, achieving 99% accuracy in synthetic benchmark tests, with a comprehensive architecture for clinical deployment and validation in precision oncology applications."
"Multimodal Data Integration for Oncology in the Era of Deep Neural Networks: A Review","https://scispace.com/paper/multimodal-data-integration-for-oncology-in-the-era-of-deep-22nb8ex8","2023","Journal Article","arXiv.org","Asim Waqas
Aakash Tripathi
Ravichandran Ramachandran
Paul Stewart
Ghulam Rasool","10.48550/arXiv.2303.06471","https://scispace.compdf/multimodal-data-integration-for-oncology-in-the-era-of-deep-22nb8ex8.pdf","Cancer has relational information residing at varying scales, modalities, and resolutions of the acquired data, such as radiology, pathology, genomics, proteomics, and clinical records. Integrating diverse data types can improve the accuracy and reliability of cancer diagnosis and treatment. There can be disease-related information that is too subtle for humans or existing technological tools to discern visually. Traditional methods typically focus on partial or unimodal information about biological systems at individual scales and fail to encapsulate the complete spectrum of the heterogeneous nature of data. Deep neural networks have facilitated the development of sophisticated multimodal data fusion approaches that can extract and integrate relevant information from multiple sources. Recent deep learning frameworks such as Graph Neural Networks (GNNs) and Transformers have shown remarkable success in multimodal learning. This review article provides an in-depth analysis of the state-of-the-art in GNNs and Transformers for multimodal data fusion in oncology settings, highlighting notable research studies and their findings. We also discuss the foundations of multimodal learning, inherent challenges, and opportunities for integrative learning in oncology. By examining the current state and potential future developments of multimodal data integration in oncology, we aim to demonstrate the promising role that multimodal neural networks can play in cancer prevention, early detection, and treatment through informed oncology practices in personalized settings.","In this paper , the authors provide an in-depth analysis of the state-of-the-art in GNNs and Transformers for multimodal data fusion in oncology settings, highlighting notable research studies and their findings."
